索引=32(2位鱼线组号)（1位0~8客户端表/9服务端表）（1位序号）000 ,鱼id,帧,轨迹
320305220,100000007,7304,7770
320305224,100000011,7502,5554
320305229,100000012,7748,7774
320305230,100000014,7783,13
320305231,100000013,7801,2
320305232,100000012,7801,7771
320305233,100000012,7801,6660
320305234,100,7801,2004
320305236,100000013,7889,3333
320305237,100000052,7911,3335
320305239,100,8019,2036
320305240,100000011,8035,9990
320305241,100,8092,2054
320305243,100000050,8101,5554
320305246,100,8282,2044
320305247,100000012,8310,7773
320305248,100,8401,2013
320305250,100,8402,2007
320305251,100000014,8402,7775
320305252,100000014,8460,7776
320305256,100,8701,2056
320305261,100000011,8702,7779
320305262,100000009,8702,5554
320305263,100000012,8770,8881
320305264,100000010,8881,11112
320305265,100000011,8882,7774
320305266,100000011,9001,7773
320305268,100000013,9005,11123
320305269,100000010,9006,11121
320305271,100000011,9259,7779
320305272,100,9301,2018
320305274,100000006,9301,11120
320305275,100000050,9302,5552
320305277,100,9304,2038
320305278,100,9308,2009
320305279,100,9311,2040
320305280,100,9425,2011
320305281,100000014,9454,10
320305282,100000011,9461,7778
320305283,100000012,9549,8880
320305284,100,9601,2048
320305285,100000301,9601,2
320305288,100000012,9601,7770
320305289,100,9602,2045
320305293,100000011,9901,7778
320305294,100000014,9902,5554
320305295,100000011,9903,7779
320305297,100000006,10106,7776
320305298,100000014,10171,12
320305301,100000010,10201,7772
320305303,100000011,10203,7774
320305305,100000013,10281,3336
320305307,100000052,10501,1
320305309,100000011,10501,7779
320305310,100000012,10501,6661
320305312,100,10502,2050
320305313,100000013,10502,5551
320305314,100000012,10502,8881
320305315,100,10503,2025
320305317,100000011,10750,7773
320305320,100000011,10801,9992
320305325,100000006,11101,5552
320305326,100000007,11101,11113
320305327,100000011,11102,5551
320305329,100000008,11104,7777
320305330,100000006,11111,11112
320305333,100000008,11348,550
320305335,100,11401,2012
320305339,100000012,11402,8881
320305341,100000013,11419,3334
320305342,100000008,11525,11113
320305344,100000011,11656,7776
320305345,100000011,11701,7773
320305346,100000050,11701,5553
320305348,100000011,11705,7772
320305349,100000014,11747,14
320305350,100,11831,2055
320305352,100000013,11928,3330
320306000,100,0,2007
320306333,100000013,11437,3331
320306004,100000050,153,5551
320306008,100000012,248,7773
320306341,100000011,11704,9992
320306011,100000008,407,7776
320306013,100000014,581,5554
320306192,100000050,6901,1
320306014,100,601,2036
320306015,100000013,601,3336
320306016,100000051,601,2
320306017,100000012,601,6661
320306018,100000012,601,7770
320306020,100000012,602,8883
320306021,100,603,2051
320306200,100000014,7054,11
320306024,100000010,708,7779
320306027,100000011,901,7776
320306031,100,1201,2010
320306032,100000013,1201,3332
320306036,100000011,1218,9990
320306040,100000013,1386,3334
320306245,100,8701,2056
320306043,100000053,1501,1
320306045,100000050,1501,5552
320306224,100000012,7801,7776
320306046,100000012,1501,7776
320306047,100000013,1557,7779
320306048,100000014,1684,15
320306049,100,1801,2048
320306052,100,1803,2047
320306053,100000011,1814,7771
320306056,100000007,2101,5550
320306061,100000011,2323,7772
320306240,100,8402,2007
320306062,100000014,2374,13
320306063,100000302,2401,4
320306065,100000007,2401,7778
320306066,100000012,2402,7771
320306069,100,2502,2004
320306248,100000050,8702,5553
320306075,100000050,2702,5553
320306077,100000011,2779,7774
320306256,100000011,9002,7776
320306078,100000010,2944,11112
320306080,100,3001,2002
320306082,100000013,3002,7771
320306084,100000011,3198,9993
320306085,100,3237,2022
320306264,100,9303,2006
320306088,100000013,3301,7778
320306090,100000050,3302,13
320306093,100,3302,2032
320306272,100000012,9601,6663
320306094,100,3315,2049
320306095,100000007,3511,7772
320306097,100,3601,2054
320306098,100000011,3601,7775
320306101,100000013,3786,3331
320306280,100000007,9816,11120
320306107,100,3902,2031
320306108,100000010,3904,11113
320306109,100000014,3937,7771
320306288,100000009,10201,3336
320306110,100000014,3947,12
320306112,100,4078,2055
320306113,100000012,4081,7777
320306114,100000011,4112,7773
320306116,100000301,4201,4
320306117,100000012,4201,6660
320306118,100000012,4201,8882
320306120,100,4303,2044
320306122,100000011,4421,11113
320306125,100000011,4501,7776
320306304,100000014,10639,14
320306126,100000011,4502,7779
320306127,100000010,4502,5553
320306129,100,4575,2056
320306130,100000012,4668,8880
320306133,100000050,4794,7775
320306312,100,10982,2045
320306138,100000009,5083,7779
320306139,100000013,5084,3333
320306140,100,5101,2038
320306141,100000151,5101,2
320306320,100000010,11102,550
320306144,100000050,5102,5550
320306145,100000014,5103,5553
320306146,100000012,5105,7771
320306148,100000014,5346,15
320306149,100000011,5349,7775
320306328,100000051,11401,2
320306150,100,5401,2003
320306152,100,5402,2050
320306154,100,5469,2040
320306157,100000010,5657,7774
320306336,100000011,11630,7777
320306158,100,5701,2008
320306159,100000012,5701,7771
320306161,100,5702,2000
320306162,100000012,5702,5551
320306165,100,5882,2003
320306171,100000012,6003,8883
320306172,100,6131,2039
320306173,100000013,6132,3330
320306177,100000014,6301,12
320306178,100000009,6301,5550
320306181,100000013,6302,5552
320306182,100000012,6375,8880
320306183,100000012,6468,8882
320306185,100,6601,2006
320306187,100,6602,2021
320306188,100000006,6603,7778
320306190,100000013,6786,3335
320306195,100000012,6901,7777
320306196,100,6901,2033
320306197,100000012,6902,7772
320306198,100000014,6902,5553
320306201,100,7148,2056
320306202,100000011,7183,9993
320306203,100,7201,2048
320306204,100000011,7201,7774
320306205,100,7202,2043
320306206,100000011,7203,9990
320306207,100,7337,2037
320306209,100000012,7357,7775
320306210,100000010,7383,11110
320306211,100000013,7420,3333
320306212,100,7501,2010
320306213,100000014,7501,5551
320306214,100000006,7501,7770
320306215,100000008,7502,5550
320306217,100,7628,2035
320306219,100000010,7731,7773
320306220,100000014,7734,5554
320306222,100000301,7801,3
320306227,100,7905,2052
320306228,100000053,7944,3336
320306229,100000013,8038,3335
320306232,100000009,8102,5553
320306233,100000011,8104,7770
320306234,100000011,8106,7774
320306236,100,8267,2033
320306237,100,8401,2016
320306238,100000012,8401,7772
320306239,100000012,8402,7773
320306242,100000012,8584,8883
320306243,100000013,8596,3334
320306244,100000103,8701,2
320306249,100000012,8702,7775
320306251,100000011,8948,9993
320306253,100000006,8987,11111
320306254,100000013,9001,3332
320306255,100000011,9001,9991
320306257,100000013,9105,3330
320306258,100000050,9301,7771
320306259,100000050,9301,5551
320306260,100,9301,2024
320306261,100,9302,2015
320306263,100000008,9302,11120
320306265,100,9308,2038
320306267,100000012,9349,7775
320306269,100000011,9423,9990
320306270,100,9601,2049
320306271,100000101,9601,4
320306273,100000013,9601,3332
320306274,100000012,9601,8880
320306275,100,9602,2003
320306276,100000012,9602,8881
320306277,100000013,9713,3335
320306279,100,9802,2030
320306281,100000011,9869,7772
320306283,100000011,9901,7776
320306285,100000011,9904,7778
320306286,100000050,9993,14
320306287,100000010,10182,7770
320306289,100,10201,2005
320306291,100000012,10202,7775
320306292,100,10254,2037
320306293,100000013,10271,882
320306295,100000301,10501,4
320306296,100000012,10501,6660
320306297,100,10501,2004
320306298,100000012,10501,7777
320306301,100000050,10502,5551
320306302,100000012,10502,7773
320306303,100,10503,2048
320306307,100000011,10684,7775
320306308,100,10801,2055
320306315,100000013,11085,3332
320306317,100000050,11101,5552
320306319,100,11102,2000
320306321,100000050,11106,7773
320306323,100000011,11257,7770
320306324,100000014,11285,11121
320306325,100,11297,2035
320306327,100,11401,2052
320306329,100000012,11401,6661
320306331,100000012,11402,8880
320306334,100000012,11570,7772
320306335,100,11619,2031
320306339,100000050,11701,5553
320306340,100000050,11702,5554
320391008,100000204,1385,17
320394060,100000204,10921,7770
320395056,100000103,9001,1
320391064,100000101,4237,11126
320391000,100000301,1,11
320391001,100000053,111,5553
320394053,100000104,9901,4
320395049,100000050,7710,7773
320391002,100000005,206,221
320391003,100000101,436,13
320395051,100000053,8025,12
320391004,100000013,488,2
320395052,100000151,8101,4
320391005,100000051,903,5553
320391006,100000104,993,3
320391007,100000102,1338,7776
320391009,100000105,1502,7772
320391010,100000008,1546,882
320396013,100000103,1802,1
320396038,100000051,5525,12
320391011,100000008,1593,882
320395059,100000104,9700,4
320391012,100000008,1656,882
320395060,100000010,9905,661
320391013,100000008,1718,882
320396010,100000051,1512,16
320391014,100000008,1781,882
320395062,100000050,10137,5550
320391015,100000101,1789,7774
320391016,100000302,1801,2
320395064,100000302,10462,12
320391017,100000151,1801,7771
320396045,100000303,6301,2
320391018,100000008,1843,882
320395066,100000204,10828,7774
320391019,100,1873,2119
320392071,100000050,12564,4
320391020,100000008,1921,882
320391021,100000052,2000,3
320395069,100000101,11348,7771
320391022,100000008,2000,882
320395070,100000103,11500,4
320391023,100000008,2078,882
320394059,100000051,10912,10
320391024,100000008,2156,882
320391025,100000007,2156,11111
320391026,100000007,2218,11111
320391027,100000103,2237,11
320394007,100000105,1801,7775
320391028,100000013,2269,11112
320391029,100000007,2269,11111
320391030,100000007,2343,11111
320392066,100000101,11705,7776
320391031,100000007,2421,11111
320391032,100,2471,2122
320396027,100000105,3950,10
320396060,100000102,8701,14
320391033,100000007,2484,11111
320391034,100000105,2512,4
320391035,100000007,2562,11111
320391036,100000007,2640,11111
320392072,100000103,12850,16
320391037,100000303,2701,1
320392073,100000105,13421,6662
320394001,100000104,312,2
320391038,100000007,2718,11111
320394002,100000301,581,3334
320391039,100000204,2828,663
320391040,100,3039,2129
320391041,100000155,3100,16
320391042,100000010,3187,8882
320392054,100000102,9377,3335
320391043,100000010,3187,8881
320391044,100000010,3234,8882
320394040,100000104,7201,4
320391045,100000010,3234,8881
320391046,100000010,3281,8882
320394042,100000151,7412,19
320391047,100000010,3281,8881
320392043,100000204,7619,17
320391048,100000053,3320,663
320392060,100000103,10801,1
320391049,100000010,3336,8881
320392061,100000101,10802,9991
320391050,100000010,3343,8882
320391051,100000010,3421,8882
320396008,100000204,1269,10
320391052,100000010,3421,8881
320391053,100000103,3453,7773
320391054,100000010,3453,8882
320391055,100000050,3457,21
320391056,100000010,3468,8881
320396003,100000301,375,16
320396036,100000103,5125,18
320391057,100000010,3485,8882
320391058,100000010,3515,8881
320391059,100000201,3578,11127
320391060,100000105,3601,2
320391061,100000101,3677,12
320391062,100000102,3843,1
320391063,100000005,4054,7770
320392059,100000105,10502,5550
320391065,100000102,4359,5552
320391066,100000301,4501,1
320396021,100000051,3001,3334
320396046,100000008,6796,9990
320391067,100000052,4935,7775
320391068,100000010,5062,11127
320391069,100000151,5125,20
320396018,100000052,2701,1
320391070,100000102,5401,2
320391071,100000014,5484,7774
320396035,100000052,5101,663
320391072,100000156,5532,20
320391073,100000010,5765,335
320396053,100000101,7550,14
320391074,100000103,5793,11
320391075,100000104,5943,3
320391076,100000201,6318,19
320391077,100000008,6350,7776
320391078,100000105,6537,5551
320391079,100000101,6584,13
320391080,100000006,6593,3331
320391081,100000204,6618,17
320391082,100000006,6625,3331
320391083,100000008,6640,9993
320394063,100000010,11401,6660
320391084,100000006,6687,3331
320394048,100000007,8835,3335
320391085,100000008,6687,9993
320391086,100000006,6734,3331
320391087,100000006,6765,3331
320391088,100000008,6765,9993
320396068,100000052,9900,1
320391089,100000006,6796,3331
320395009,100000204,1687,7774
320391090,100000006,6828,3331
320395010,100000105,1762,17
320391091,100000008,6828,9993
320391092,100000006,6875,3331
320394056,100000009,10585,8881
320391093,100000008,6875,9993
320395013,100000053,1975,3336
320391094,100000006,6921,3331
320394058,100000102,10801,4
320391095,100000008,6953,9993
320395015,100000050,2425,7770
320391096,100000006,6968,3331
320391097,100000006,7015,3331
320395017,100000014,2701,5554
320391098,100000008,7015,9993
320396078,100000050,11102,5554
320391099,100000105,7031,7777
320395019,100000009,3492,5551
320391100,100000006,7078,3331
320395020,100000011,3537,13
320391101,100000103,7201,1
320391102,100000102,7406,5552
320391103,100000014,7600,5553
320396067,100000156,9732,21
320391104,100000104,7700,22
320391105,100000151,7803,21
320391106,100000204,7939,5552
320391107,100000010,7941,662
320396016,100000101,2404,8880
320391108,100000052,8101,2
320391109,100000101,8367,7770
320396081,100000105,11759,7775
320391110,100000010,8537,11112
320391111,100000151,8650,11
320391112,100000105,8789,663
320396011,100000151,1512,17
320396044,100000101,6181,9990
320391113,100000102,8789,220
320391114,100000152,8862,12
320391115,100000103,9210,11124
320391116,100000052,9281,3
320391117,100000003,9343,7770
320391118,100000003,9390,7770
320391119,100000003,9437,7770
320391120,100000003,9484,7770
320391121,100000050,9537,5553
320391122,100000003,9537,7770
320392006,100000152,1562,12
320393002,100000204,1078,7774
320396029,100000151,4262,5554
320396054,100000105,7700,13
320391123,100000007,9546,9992
320393003,100000101,1233,7777
320391124,100000003,9593,7770
320393004,100000152,1375,16
320391125,100000007,9609,9992
320393005,100000014,1567,10
320396026,100000102,3945,3
320391126,100000013,9625,11122
320391127,100000003,9640,7770
320393007,100000101,2102,663
320396043,100000201,6087,11121
320391128,100000007,9679,9992
320392012,100000201,2531,11123
320393008,100000102,2312,3335
320391129,100000003,9703,7770
320392013,100000104,2701,3
320393009,100000105,2701,1
320396061,100000104,9001,4
320391130,100000007,9750,9992
320391131,100000003,9765,7770
320394015,100000010,2800,3333
320391132,100000204,9798,7774
320394000,100000101,171,5554
320391133,100000003,9828,7770
320391134,100000007,9843,9992
320393014,100000104,3601,3
320391135,100000104,9901,3
320391136,100000101,9943,11126
320391137,100000151,10218,18
320391138,100000103,10710,11121
320392022,100000151,4201,1
320393018,100000051,4501,4
320391139,100000301,10801,3
320393019,100000204,4640,7774
320394023,100000204,4171,7770
320391140,100000102,11069,15
320393020,100000101,5101,5552
320394008,100000201,1968,11121
320391141,100000005,11101,11121
320393021,100000104,5401,4
320391142,100000052,11405,6662
320394010,100000052,2225,15
320391143,100000104,11701,3
320392011,100000101,2531,6661
320393023,100000302,6144,19
320391144,100000009,11734,881
320392028,100000104,5401,1
320396076,100000201,10828,11121
320391145,100000009,11820,881
320392029,100000105,5437,9991
320391146,100000009,11906,881
320391147,100000302,11953,15
320391148,100000204,12003,7771
320391149,100000009,12004,881
320394017,100000155,2950,18
320391150,100000009,12109,881
320394018,100000051,3200,3
320391151,100000009,12203,881
320391152,100000053,12261,7771
320391153,100000151,12428,221
320391154,100000105,12587,15
320392038,100000011,6953,5550
320391155,100000101,12609,7777
320391156,100000102,12915,5550
320391157,100000303,13199,2
320394025,100000101,4501,4
320391158,100000201,13359,11125
320391159,100000101,13593,3330
320392027,100000052,5179,5552
320396075,100000052,10801,1
320391160,100000013,13633,9992
320392044,100000103,7687,7772
320391161,100000105,13816,9993
320392045,100000013,7881,3331
320391162,100000103,13852,660
320391163,100000104,14062,223
320394047,100000204,8535,3334
320392000,100000301,315,6661
320396031,100000051,4501,3
320396048,100000052,6962,13
320392001,100000104,543,3
320395061,100000101,10074,2
320392002,100000105,901,3
320392003,100000204,1234,18
320393015,100000051,3601,6663
320396051,100000012,7462,7773
320392004,100000102,1296,17
320393000,100000101,601,7777
320396019,100000105,2762,20
320396052,100000204,7546,663
320392005,100000053,1406,3
320393001,100000104,901,1
320392007,100000011,1781,7774
320392008,100000151,1906,3
320396056,100000050,7987,6661
320392009,100000007,2101,880
320392010,100000103,2175,10
320396058,100000013,8296,11123
320392014,100,2893,2109
320393010,100000204,2742,17
320396062,100000201,9004,11121
320392015,100000102,2895,5552
320396063,100000010,9117,11122
320392016,100000052,3234,10
320392017,100000013,3318,660
320395006,100000201,1312,11122
320396065,100000007,9562,5553
320392018,100000105,3601,3
320396066,100000009,9578,7776
320392019,100000204,3674,11122
320392020,100000156,3871,16
320393016,100000053,3857,18
320392021,100000101,4012,663
320393017,100000050,3975,7773
320396069,100000103,9901,3
320392023,100000102,4501,4
320396071,100000201,10023,8881
320392024,100000010,4822,11127
320392025,100000051,4883,5551
320396073,100000101,10271,5552
320392026,100000201,5104,18
320392030,100000302,5615,13
320392031,100000102,5648,7773
320392032,100000151,5953,11124
320396080,100000151,11701,3
320392033,100000204,6000,16
320392034,100000103,6117,11
320395014,100000102,2162,3
320392035,100000105,6301,3
320392036,100000152,6519,18
320392037,100000101,6652,7773
320392039,100000011,7015,5550
320392040,100000011,7078,5550
320392041,100000151,7093,7777
320395021,100000051,3601,1
320392042,100000104,7201,1
320392046,100000101,7900,6661
320392047,100000104,8101,1
320392048,100000103,8156,14
320392049,100000301,8462,11
320392050,100000204,8812,11126
320392051,100000013,9001,1
320392052,100000101,9004,2
320392053,100000053,9100,12
320392055,100000201,9562,14
320392056,100000151,9600,3336
320395003,100000103,850,2
320395036,100000301,5718,3336
320392057,100000051,10007,5550
320392058,100000104,10140,2
320392062,100000201,11179,17
320392063,100000011,11222,9991
320392064,100000204,11507,11123
320392065,100000102,11701,3
320392067,100000051,11859,7775
320392068,100000105,12149,5554
320392069,100000011,12437,7777
320392070,100000053,12512,1
320392074,100000014,13726,7772
320392075,100000009,13980,2
320392076,100000051,14281,6662
320392077,100000010,14555,11127
320392078,100000006,14898,7770
320393006,100000053,1801,2
320393011,100000201,3070,12
320393012,100000156,3357,18
320393013,100000105,3361,660
320394049,100000201,9004,11125
320393022,100000105,5748,13
320393024,100000201,6234,21
320393025,100000103,6301,3
320394037,100000204,6398,7770
320393026,100000101,6302,11112
320393027,100000204,6632,17
320393028,100000105,6762,6663
320393029,100000103,7031,7777
320393030,100000104,7201,2
320393031,100000052,7246,3
320393032,100000101,7801,7776
320393033,100000151,8101,2
320393034,100000012,8101,7772
320393035,100000301,8400,10
320393036,100000204,8775,880
320393037,100000105,8887,17
320393038,100000104,9001,1
320393039,100000101,9100,4
320393040,100000152,9262,20
320393041,100000302,9632,14
320393042,100000104,10087,5551
320393043,100000201,10195,11125
320393044,100000101,10501,5553
320393045,100000008,10521,334
320393046,100000102,10801,4
320393047,100000204,11062,19
320393048,100000151,11203,21
320393049,100000007,11586,7776
320393050,100000104,11701,1
320394003,100000104,901,4
320394004,100000204,1007,7770
320394005,100000101,1425,7771
320394006,100000151,1662,16
320394009,100000302,2089,7774
320394011,100000103,2357,20
320394012,100000204,2460,7770
320394013,100000102,2484,660
320394014,100000104,2701,4
320394016,100000052,2825,12
320394019,100000102,3387,4
320394020,100000105,3601,2
320394021,100000009,3679,3335
320394022,100000301,3987,10
320394024,100000013,4201,3335
320394026,100000008,4705,330
320394027,100000103,4725,4
320394028,100000105,4825,20
320394029,100000201,5105,11121
320394030,100000104,5200,3
320394031,100000302,5362,12
320394032,100000053,5523,7775
320394033,100000105,5927,11
320394034,100000103,5953,9993
320394035,100000104,6150,1
320394036,100000051,6301,1
320394038,100000052,6609,1
320394039,100000101,6901,6661
320394041,100000006,7406,3335
320394043,100000009,7768,660
320394044,100000105,7804,5552
320394045,100000303,8101,1
320394046,100000010,8169,9990
320394050,100000101,9302,5551
320394051,100000301,9539,5552
320395063,100000102,10325,4
320394052,100000156,9700,21
320395048,100000201,7687,11122
320394054,100000103,10037,13
320395050,100000010,7992,7773
320394055,100000007,10171,3335
320394057,100000101,10709,1
320394061,100000053,10925,2
320395057,100000152,9100,4
320394062,100000201,11226,11121
320395058,100000053,9562,14
320394064,100000302,11701,1
320395000,100000301,0,15
320395001,100000101,1,7771
320395026,100000103,4344,18
320395002,100000051,454,7776
320395004,100000053,901,3
320395005,100000151,1237,1
320395030,100000050,5084,12
320395007,100000104,1337,3
320395024,100000151,4125,12
320395008,100000014,1679,4
320395011,100000051,1801,4
320395012,100000155,1912,4
320395016,100000052,2701,1
320395018,100000012,3200,5551
320395022,100000204,3845,7774
320395023,100000156,3882,21
320396004,100000204,796,663
320395025,100000105,4125,3335
320396014,100000201,2203,11121
320395027,100000050,4400,5554
320395028,100000104,4501,4
320395029,100000012,4875,5550
320395031,100000201,5102,11122
320395032,100000101,5250,10
320395033,100000053,5401,4
320395034,100000010,5429,9991
320395035,100000204,5625,7774
320395037,100000050,5912,7775
320395038,100000052,6225,11
320395039,100000101,6234,5551
320396020,100000155,2987,20
320395040,100000051,6301,2
320395041,100000102,6587,5553
320396030,100000204,4362,663
320395042,100000105,6867,5554
320395043,100000104,6875,14
320395044,100000013,7144,331
320395045,100000009,7148,221
320395046,100000301,7201,2
320395047,100000204,7387,774
320395053,100000050,8250,6663
320395054,100000050,8554,5550
320395055,100000102,8712,1
320395065,100000051,10801,4
320395067,100000010,11039,11122
320395068,100000151,11100,10
320396000,100000105,102,2
320396001,100000104,350,1
320396002,100000006,366,7771
320396005,100000052,901,1
320396006,100000103,944,18
320396007,100000101,991,5554
320396009,100000014,1502,5554
320396034,100000302,4825,4
320396012,100000050,1801,3
320396015,100000010,2401,3332
320396032,100000010,4803,11111
320396017,100000104,2676,10
320396042,100000011,5862,1
320396022,100000053,3301,1
320396023,100000303,3601,3
320396040,100000204,5598,663
320396024,100000010,3649,11123
320396025,100000013,3797,3332
320396050,100000050,7404,772
320396028,100000104,4262,12
320396033,100000101,4811,10
320396037,100000053,5262,11126
320396039,100000050,5525,10
320396041,100000102,5850,3
320396047,100000204,6947,7772
320396049,100000104,7201,4
320396055,100000204,7900,663
320396057,100000052,8101,2
320396059,100000011,8601,9993
320396064,100000051,9125,663
320396070,100000010,10016,335
320396072,100000303,10037,4
320396074,100000102,10570,3334
320396077,100000204,11090,7772
320396079,100000101,11285,11
320401008,100000011,2,7777
320403255,100000016,3901,7770
320401375,100000011,5906,336
320402578,100000011,8247,11112
320405679,100000013,10578,9993
320401064,100000011,807,11125
320401367,100,5702,2007
320406065,100000014,901,337
320404052,100000013,560,3334
320402187,100000014,2401,2
320401654,100,10109,2121
320401000,100000007,0,553
320402607,100000013,8417,6663
320401001,100000001,1,12
320401460,100000050,7218,332
320405741,100000012,11401,7772
320404720,100,11234,2016
320401002,100000005,1,663
320401361,100,5701,2022
320402248,100,3302,2021
320402581,100000014,8254,660
320401003,100000012,1,7773
320402734,100000014,10501,3
320406556,100000016,9009,11121
320401004,100000013,2,3335
320403235,100,3604,2112
320401355,100000013,5409,11127
320402574,100,8102,2034
320405614,100000013,9799,3100
320404715,100000015,11187,335
320401005,100000008,2,882
320405762,100000016,11725,11111
320404724,100000014,11234,550
320401006,100000015,2,772
320405737,100,11401,2020
320401365,100000011,5701,550
320405055,100000050,901,5550
320401477,100,7468,2021
320403320,100000012,4712,7770
320402473,100000013,6651,3332
320401007,100000014,2,5550
320401459,100000011,7203,7772
320404735,100000013,11437,661
320401009,100000050,2,336
320401369,100000005,5734,3120
320404062,100000011,601,8880
320402205,100000011,2701,9990
320404728,100000013,11234,553
320404421,100000015,6699,9993
320401010,100000015,2,11121
320406601,100000051,9902,661
320401011,100000015,2,771
320401585,100000013,9017,7773
320401012,100000015,2,9993
320404471,100000016,7546,6661
320401578,100000015,8968,6662
320401363,100000013,5701,5552
320404723,100000013,11234,220
320401013,100000015,2,552
320403382,100000005,5401,332
320401751,100000015,11531,7800
320401373,100000014,5867,662
320405505,100,7836,2055
320401014,100000016,2,333
320403253,100000016,3901,5553
320404051,100,481,2040
320401686,100000014,10501,11
320405604,100000015,9656,22
320401661,100000016,10250,5550
320401015,100,4,2001
320403376,100000015,5401,11111
320404164,100000013,2439,3336
320402427,100000501,6000,100003
320405631,100000050,9901,553
320401016,100000016,4,3120
320401383,100000012,6002,8881
320406490,100,7945,2053
320404615,100000103,9765,7777
320401017,100000016,4,7772
320403386,100000013,5499,3332
320401572,100,8859,2110
320401377,100,5937,2125
320401018,100000012,46,881
320403257,100000014,3902,5550
320403738,100000016,11084,3330
320402023,100,109,2028
320403585,100000011,8590,9993
320401019,100000012,46,661
320401371,100000005,5734,553
320404255,100000050,3903,8883
320402008,100000013,1,7776
320402494,100000012,7070,7800
320405723,100000012,11308,772
320403706,100000015,10531,3333
320401020,100000001,46,550
320402375,100000011,5015,332
320401021,100000001,46,337
320405166,100000016,2687,14
320401440,100,6902,2013
320403309,100000016,4684,3120
320404473,100000014,7546,5552
320402620,100000050,8701,5551
320401022,100000012,46,221
320401381,100000013,6001,2
320401023,100000105,134,660
320402738,100000005,10502,774
320404737,100000016,11437,112
320402498,100000013,7201,335
320401024,100,187,2026
320403579,100,8515,2005
320401732,100000011,11104,882
320401025,100000011,281,5552
320401178,100000012,2403,7778
320402086,100000050,1093,553
320402624,100000012,8701,8881
320403460,100000016,6601,11111
320401723,100000012,10953,3333
320401026,100000011,281,7774
320401027,100000011,281,551
320403404,100000010,5859,552
320401188,100000016,2545,7776
320401505,100,7943,2049
320401028,100000011,281,550
320404391,100000015,6001,7774
320401498,100000013,7809,3330
320404274,100000012,4201,7772
320401029,100000015,296,3336
320404121,100000011,1801,5551
320402780,100000011,10984,331
320401182,100000008,2439,330
320405585,100000014,9301,5554
320404385,100000012,6001,6661
320402146,100000011,1859,883
320401030,100,296,2010
320404026,100000015,250,12
320401671,100,10343,2052
320404601,100000016,9671,336
320402236,100000013,3195,3100
320401031,100000015,296,7800
320401176,100000012,2401,7771
320404452,100000016,7234,3335
320402075,100000151,901,15
320401032,100000015,296,5550
320404462,100000015,7484,3110
320402093,100000015,1134,7773
320402784,100000012,11101,3100
320406407,100000015,6515,6662
320401186,100000013,2439,332
320402639,100,8953,2112
320406040,100000050,406,553
320403459,100000016,6601,11112
320401033,100000015,296,5553
320403723,100000016,10875,3100
320401492,100,7687,2040
320406577,100,9304,2018
320401034,100000016,380,3130
320404493,100000013,7890,3336
320401035,100000050,380,3110
320402766,100000011,10803,7772
320404143,100000013,2125,220
320402408,100,5701,2007
320401196,100000015,2640,3334
320404486,100000015,7784,772
320401036,100000015,380,7773
320403267,100000015,4113,331
320406148,100000016,2122,3334
320401037,100000016,380,7777
320402178,100000016,2218,662
320402153,100000007,1969,809
320401190,100000016,2578,3130
320401038,100000016,380,7770
320406424,100000012,6901,6663
320404236,100000016,3781,11123
320402505,100,7202,2048
320401039,100000016,380,8882
320404203,100000015,3183,3335
320401184,100000050,2439,331
320401717,100000013,10937,7774
320406338,100000015,5437,3336
320404490,100000050,7828,5551
320401040,100000015,380,3330
320403287,100000013,4273,3334
320405562,100000015,8944,550
320404246,100,3866,2034
320401491,100000011,7658,11123
320401041,100,390,2032
320404221,100000010,3302,5553
320401194,100000013,2586,11126
320401042,100000013,423,7800
320401204,100000011,2731,9991
320404151,100000012,2401,7771
320401770,100000011,11894,7776
320404501,100000016,8171,7770
320401043,100000005,423,7774
320401617,100000015,9468,7800
320404494,100000013,7890,3335
320401044,100000001,423,8881
320406350,100000012,5554,7773
320401610,100,9302,2009
320401045,100000011,423,9990
320403414,100000014,6001,336
320401198,100000012,2673,7774
320402539,100000015,7501,8881
320401046,100,437,2040
320401416,100000016,6602,7773
320403285,100000012,4228,8881
320401047,100000012,461,12
320403408,100,5996,2034
320404211,100000012,3183,8881
320401192,100000016,2578,661
320402108,100000015,1296,8883
320404498,100,7968,2034
320401048,100000103,471,7777
320405554,100000012,8922,7772
320401049,100000051,488,663
320403418,100000011,6099,21
320404101,100000011,1411,9993
320401202,100000011,2702,9990
320402559,100000013,7881,12
320401604,100000016,9209,337
320403484,100000015,7201,7775
320401050,100000013,560,3334
320403289,100,4431,2014
320402200,100000012,2577,553
320402533,100000012,7501,336
320401051,100000008,578,337
320406604,100000016,9902,8880
320402055,100000012,601,6660
320401212,100000051,2984,7800
320404415,100000016,6699,7772
320402168,100000051,2101,5550
320404765,100000013,11828,8881
320402526,100000016,7450,7770
320406575,100000015,9302,8881
320401052,100000013,601,3335
320401053,100000012,601,6661
320401431,100000006,6765,330
320404145,100000012,2281,8883
320402418,100000013,5773,20
320401206,100000012,2859,660
320405198,100000012,3093,3334
320401472,100000015,7421,8881
320403341,100,5101,2035
320402652,100000011,9155,3330
320401054,100000012,601,7774
320404497,100000012,7937,5551
320401055,100,601,2023
320402770,100000013,10881,3336
320401200,100000015,2701,3330
320402530,100000010,7501,7777
320401056,100000015,601,550
320403483,100000015,7201,774
320401764,100000011,11625,661
320401057,100,603,2014
